Entity Name,Fiscal Year,Total Revenues,Estimated Population,Revenues Per Capita
Bradbury,2007,1237019,938,1319
Bradbury,2006,787132,940,837
Bradbury,2005,754188,951,793
Bradbury,2004,835482,938,891
Bradbury,2003,811345,921,881
Brawley,2019,41038206,27337,1501
Brawley,2018,38260471,27417,1396
Brawley,2017,33886614,26928,1258
Brawley,2016,29796828,26566,1122
Brawley,2015,28138486,26273,1071
Brawley,2014,35771086,25897,1381
Brawley,2013,33786764,25906,1304
Brawley,2012,33785837,25465,1327
Brawley,2011,44819513,25304,1771
Brawley,2010,32462125,27743,1170
Brawley,2009,24512424,26948,910
Brawley,2008,26844705,26513,1013
Brawley,2007,33174084,25694,1291
Brawley,2006,30934576,25488,1214
Brawley,2005,30236351,24042,1258
Brawley,2004,22874013,23785,962
Brawley,2003,23629238,22565,1047
Brea,2019,116495377,45606,2554
Brea,2018,122679456,44890,2733
Brea,2017,102549752,44214,2319
Brea,2016,92773736,43710,2122
Brea,2015,89136875,43328,2057
Brea,2014,82744643,42397,1952
Brea,2013,108190757,41394,2614
Brea,2012,92132122,40932,2251
Brea,2011,83596968,40065,2087
Brea,2010,93650514,40377,2319
Brea,2009,110974848,40176,2762
Brea,2008,96218292,40081,2401
Brea,2007,76350073,39870,1915
Brea,2006,68115421,39560,1722
Brea,2005,68985613,39584,1743
Brea,2004,64170620,38960,1647
Brea,2003,77241043,37962,2035
Brentwood,2019,171761205,63662,2698
Brentwood,2018,147021714,63042,2332
Brentwood,2017,136600554,61055,2237
Brentwood,2016,137150828,58784,2333
Brentwood,2015,111593464,56493,1975
Brentwood,2014,110307320,54741,2015
Brentwood,2013,110266535,53278,2070
Brentwood,2012,99023815,52575,1883
Brentwood,2011,86595730,52029,1664
Brentwood,2010,122082797,52492,2326
Brentwood,2009,152772877,51908,2943
Brentwood,2008,108677415,50614,2147
Brentwood,2007,122516007,48907,2505
Brentwood,2006,114176196,45892,2488
Brentwood,2005,132163009,40912,3230
Brentwood,2004,124070334,37060,3348
Brentwood,2003,115331152,33021,3493
Brisbane,2019,37326507,4691,7957
Brisbane,2018,33091301,4692,7053
Brisbane,2017,28565118,4722,6049
Brisbane,2016,22368592,4699,4760
Brisbane,2015,29353486,4541,6464
Brisbane,2014,23458048,4431,5294
Brisbane,2013,25032636,4379,5717
Brisbane,2012,22252119,4347,5119
Brisbane,2011,19631382,4328,4536
Brisbane,2010,21316101,3993,5338
Brisbane,2009,23056226,3938,5855
Brisbane,2008,26706312,3861,6917
Brisbane,2007,27254365,3789,7193
Brisbane,2006,23491111,3744,6274
Brisbane,2005,17632280,3724,4735
Brisbane,2004,13103348,3637,3603
Brisbane,2003,10935436,3647,2998
Buellton,2019,13198530,5453,2420
Buellton,2018,11948907,5291,2258
Buellton,2017,10628644,5129,2072
Buellton,2016,10982188,4957,2215
Buellton,2015,9111095,4931,1848
Buellton,2014,8448041,4893,1727
Buellton,2013,8764940,4863,1802
Buellton,2012,7601040,4858,1565
Buellton,2011,7708052,4878,1580
Buellton,2010,7302228,4833,1511
Buellton,2009,8028690,4740,1694
Buellton,2008,9652374,4700,2054
Buellton,2007,9295116,4663,1993
Buellton,2006,7459744,4548,1640
Buellton,2005,7070911,4552,1553
Buellton,2004,7619918,4458,1709
Buellton,2003,9552487,4213,2267
Buena Park,2019,106230827,83384,1274
Buena Park,2018,97108891,83995,1156
Buena Park,2017,94260195,83884,1124
Buena Park,2016,87540902,83347,1050
Buena Park,2015,85956999,82767,1039
Buena Park,2014,86647214,82344,1052
Buena Park,2013,85793949,81953,1047
Buena Park,2012,77644607,81460,953
Buena Park,2011,81676380,80868,1010
Buena Park,2010,72417060,84141,861
Buena Park,2009,96937394,83385,1163
Buena Park,2008,88583116,82768,1070
Buena Park,2007,85349497,82452,1035
Buena Park,2006,69316729,81349,852
Buena Park,2005,64405934,81066,794
Buena Park,2004,57156185,80634,709
Buena Park,2003,56597512,80617,702
Burbank,2019,552493727,105952,5215
Burbank,2018,522051757,107149,4872
Burbank,2017,504457338,105033,4803
Burbank,2016,477798809,105110,4546
Burbank,2015,492874631,106084,4646
Burbank,2014,486828010,105543,4613
Burbank,2013,517005538,104982,4925
Burbank,2012,460407616,104427,4409
Burbank,2011,539530452,104304,5173
Burbank,2010,540803516,108469,4986
Burbank,2009,545591077,108082,5048
Burbank,2008,669546694,108029,6198
Burbank,2007,660512104,107921,6120
Burbank,2006,587041592,106879,5493
Burbank,2005,477182826,106739,4471
Burbank,2004,529047385,105437,5018
Burbank,2003,488173050,104497,4672
Burlingame,2019,148934525,30317,4913
Burlingame,2018,133816278,30294,4417
Burlingame,2017,129422474,30148,4293
Burlingame,2016,120466452,29724,4053
Burlingame,2015,105593117,29890,3533
Burlingame,2014,102420654,29685,3450
Burlingame,2013,114337016,29426,3886
Burlingame,2012,87219437,29106,2997
Burlingame,2011,93268505,29009,3215
Burlingame,2010,70110806,29342,2389
Burlingame,2009,70340662,29060,2421
Burlingame,2008,71945557,28867,2492
Burlingame,2007,100529091,28667,3507
Burlingame,2006,67716611,28322,2391
Burlingame,2005,62822668,28280,2221
Burlingame,2004,58515168,27929,2095
Burlingame,2003,56451924,28258,1998
Calabasas,2019,48019803,24239,1981
Calabasas,2018,43763977,24296,1801
Calabasas,2017,51003907,24202,2107
Calabasas,2016,48585392,24263,2002
Calabasas,2015,86271539,24212,3563
Calabasas,2014,37493377,23943,1566
Calabasas,2013,33518336,23802,1408
Calabasas,2012,33211625,23683,1402
Calabasas,2011,40506825,23134,1751
Calabasas,2010,32827570,23788,1380
Calabasas,2009,32066417,23735,1351
Calabasas,2008,33393713,23725,1408
Calabasas,2007,65745430,23652,2780
Calabasas,2006,31915605,23387,1365
Calabasas,2005,30560969,23123,1322
Calabasas,2004,30480234,22889,1332
Calexico,2019,53931026,42198,1278
Calexico,2018,42688423,41199,1036
Calexico,2017,44436860,40921,1086
Calexico,2016,42260809,40211,1051
Calexico,2015,47677954,41033,1162
Calexico,2014,35449219,40564,874
Calexico,2013,33481877,40493,827
Calexico,2012,36033584,39533,911
Calexico,2011,45064049,39077,1153
Calexico,2010,39021888,40075,974
Calexico,2009,41713816,39337,1060
Calexico,2008,45268828,38733,1169
Calexico,2007,42085389,37552,1121
Calexico,2006,35735999,36740,973
Calexico,2005,33123445,36274,913
Calexico,2004,33097612,32602,1015
Calexico,2003,34652972,31778,1090
California City,2019,28987608,15000,1933
California City,2018,25081214,14875,1686
California City,2017,21359492,14248,1499
California City,2016,21560483,13992,1541
California City,2015,19462201,13165,1478
California City,2014,15086342,13276,1136
California City,2013,18060475,13150,1373
California City,2012,16931314,13260,1277
California City,2011,9141828,12858,711
California City,2010,17947835,15014,1195
California City,2009,21556908,14828,1454
California City,2008,19136334,14365,1332
California City,2007,15951230,13123,1216
California City,2006,15386093,12048,1277
California City,2005,15824180,11504,1376
California City,2004,16833314,11311,1488
California City,2003,17214222,11111,1549
Calimesa,2019,13892401,9159,1517
Calimesa,2018,7706224,8876,868
Calimesa,2017,7410806,8637,858
Calimesa,2016,7762038,8289,936
Calimesa,2015,8094428,8353,969
Calimesa,2014,8142442,8231,989
Calimesa,2013,5639995,8094,697
Calimesa,2012,4480319,7998,560
Calimesa,2011,6243334,7941,786
Calimesa,2010,5843837,7555,774
Calimesa,2009,7246336,7498,966
Calimesa,2008,6501032,7536,863
Calimesa,2007,5539397,7414,747
Calimesa,2006,4927097,7415,664
Calimesa,2005,4281708,7434,576
Calimesa,2004,3777116,7348,514
Calimesa,2003,3862595,7333,527
Calipatria,2019,4239608,7281,582
Calipatria,2018,3421641,7488,457
Calipatria,2017,3380860,7555,447
Calipatria,2016,4057203,7468,543
Calipatria,2015,3425466,7466,459
Calipatria,2014,5009975,7517,666
Calipatria,2013,3401950,7134,477
Calipatria,2012,4230332,7980,530
Calipatria,2011,3290381,7665,429
Calipatria,2010,3772878,8233,458
Calipatria,2009,3422627,8108,422
Calipatria,2008,6741705,7774,867
Calipatria,2007,3229841,7773,416
Calipatria,2006,3191495,7828,408
Calipatria,2005,3612292,7904,457
Calipatria,2004,2720976,7851,347
Calipatria,2003,3405587,7624,447
Calistoga,2019,21991771,5453,4033
Calistoga,2018,23818440,5334,4465
Calistoga,2017,20897121,5238,3990
Calistoga,2016,23418795,5180,4521
Calistoga,2015,15905231,5261,3023
Calistoga,2014,17483409,5224,3347
Calistoga,2013,15907254,5194,3063
Calistoga,2012,18868293,5200,3629
Calistoga,2011,13244862,5188,2553
Calistoga,2010,13368886,5370,2490
Calistoga,2009,17456937,5331,3275
Calistoga,2008,15748629,5302,2970
Calistoga,2007,11753696,5302,2217
Calistoga,2006,14418686,5258,2742
Calistoga,2005,9985623,5223,1912
Calistoga,2004,10464041,5192,2015
Calistoga,2003,10436149,5237,1993
Camarillo,2019,105996696,69880,1517
Camarillo,2018,100195350,68741,1458
Camarillo,2017,78421185,69623,1126
Camarillo,2016,75940836,69924,1086
Camarillo,2015,85177820,67154,1268
Camarillo,2014,84904927,66752,1272
Camarillo,2013,69608094,66428,1048
Camarillo,2012,73361211,66407,1105
Camarillo,2011,89182991,65830,1355
Camarillo,2010,57436152,66690,861
Camarillo,2009,59493131,66149,899
Camarillo,2008,62943468,65453,962
Camarillo,2007,63824922,65601,973
Camarillo,2006,72354924,64034,1130
Camarillo,2005,55856103,62739,890
Camarillo,2004,46562783,61746,754
Camarillo,2003,54911279,60515,907
Campbell,2019,64536222,43250,1492
Campbell,2018,62469004,42696,1463
Campbell,2017,59643742,42726,1396
Campbell,2016,60301132,42584,1416
Campbell,2015,50949847,41857,1217
Campbell,2014,50818475,41993,1210
Campbell,2013,45748435,40404,1132
Campbell,2012,42136384,39882,1057
Campbell,2011,40087404,39664,1011
Campbell,2010,37199184,40860,910
Campbell,2009,39896027,40420,987
Campbell,2008,38244424,40161,952
Campbell,2007,37893677,39748,953
Campbell,2006,35231171,38408,917
Campbell,2005,33583551,38415,874
Campbell,2004,31059790,38179,814
Campbell,2003,32891311,38300,859
Canyon Lake,2019,6168512,11285,547
Canyon Lake,2018,5757818,11018,523
Canyon Lake,2017,5369095,10891,493
Canyon Lake,2016,5267430,10681,493
Canyon Lake,2015,4460633,10901,409
Canyon Lake,2014,4125348,10826,381
Canyon Lake,2013,8835647,10768,821
Canyon Lake,2012,6148395,10689,575
Canyon Lake,2011,4075764,10647,383
Canyon Lake,2010,3844106,11225,342
Canyon Lake,2009,3706499,11128,333
Canyon Lake,2008,4238284,11051,384
Canyon Lake,2007,3944267,10969,360
Canyon Lake,2006,3887199,10939,355
Canyon Lake,2005,4739138,10912,434
Canyon Lake,2004,3745170,10658,351
Canyon Lake,2003,4293151,10511,408
Capitola,2019,23159024,10240,2262
Capitola,2018,18641037,10563,1765
Capitola,2017,17788649,10162,1751
Capitola,2016,17235886,10150,1698
Capitola,2015,16039919,10052,1596
Capitola,2014,16773037,10136,1655
Capitola,2013,15330291,9988,1535
Capitola,2012,14977878,9981,1501
Capitola,2011,14111639,9974,1415
Capitola,2010,13932475,10198,1366
Capitola,2009,13743197,10073,1364
Capitola,2008,14833223,10015,1481
Capitola,2007,14841346,9960,1490
Capitola,2006,13851842,9945,1393
Capitola,2005,11801000,9924,1189
Capitola,2004,12761653,10058,1269
Capitola,2003,11283904,10138,1113
Carlsbad,2019,335217985,115241,2909
Carlsbad,2018,294931375,114622,2573
Carlsbad,2017,230227686,113725,2024
Carlsbad,2016,208710367,112930,1848
Carlsbad,2015,255900009,110653,2313
Carlsbad,2014,240372793,110169,2182
Carlsbad,2013,227599026,108246,2103
Carlsbad,2012,214310691,107674,1990
Carlsbad,2011,212804827,106555,1997
Carlsbad,2010,216396023,106804,2026
Carlsbad,2009,219065814,104652,2093
Carlsbad,2008,256730419,103811,2473
Carlsbad,2007,288938852,101337,2851
Carlsbad,2006,236631341,98607,2400
Carlsbad,2005,205964746,95146,2165
Carlsbad,2004,180661459,92995,1943
Carlsbad,2003,176057637,90271,1950
Carmel-By-The-Sea,2019,24914743,3987,6249
Carmel-By-The-Sea,2018,23093949,3750,6158
Carmel-By-The-Sea,2017,22947861,3842,5973
Carmel-By-The-Sea,2016,20312387,3833,5299
Carmel-By-The-Sea,2015,20349292,3747,5431
Carmel-By-The-Sea,2014,19578413,3722,5260
Carmel-By-The-Sea,2013,14330011,3775,3796
Carmel-By-The-Sea,2012,13062630,3763,3471
Carmel-By-The-Sea,2011,20437284,3738,5467
Carmel-By-The-Sea,2010,12638558,4053,3118
Carmel-By-The-Sea,2009,13233957,4037,3278
Carmel-By-The-Sea,2008,14555554,4049,3595
Carmel-By-The-Sea,2007,13677862,4053,3375
Carmel-By-The-Sea,2006,12462258,4038,3086
Carmel-By-The-Sea,2005,11909320,4078,2920
Carmel-By-The-Sea,2004,11290942,4102,2753
Carmel-By-The-Sea,2003,12950429,4094,3163
Carpinteria,2019,16563782,13680,1211
Carpinteria,2018,14732424,13704,1075
Carpinteria,2017,12870056,13943,923
Carpinteria,2016,11151371,13928,801
Carpinteria,2015,11138164,13547,822
Carpinteria,2014,10458891,13442,778
Carpinteria,2013,11074988,13099,845
Carpinteria,2012,11729125,13076,897
Carpinteria,2011,9128553,13104,697
Carpinteria,2010,10896140,14528,750
Carpinteria,2009,10318467,14409,716
Carpinteria,2008,11332281,14271,794
Carpinteria,2007,10415204,14123,737
Carpinteria,2006,9833071,14172,694
Carpinteria,2005,8509970,14340,593
Carpinteria,2004,8188574,14364,570
Carpinteria,2003,8686790,14394,604
Carson,2019,120218697,93604,1284
Carson,2018,103823832,93799,1107
Carson,2017,90981061,93674,971
Carson,2016,89342905,93993,951
Carson,2015,127830064,93148,1372
Carson,2014,85526314,92636,923
Carson,2013,85024863,92196,922
Carson,2012,91112728,91828,992
Carson,2011,79909823,91548,873
Carson,2010,79348019,98047,809
Carson,2009,68437536,98159,697
Carson,2008,74545382,97960,761
Carson,2007,76838250,98178,783
Carson,2006,70013802,97981,715
Carson,2005,66876198,98329,680
Carson,2004,60472251,96295,628
Carson,2003,63297357,94826,668
Cathedral City,2019,90568810,54907,1649
Cathedral City,2018,84244311,54791,1538
Cathedral City,2017,55007075,54557,1008
Cathedral City,2016,48035173,54261,885
Cathedral City,2015,48199796,52903,911
Cathedral City,2014,54405573,52595,1034
Cathedral City,2013,43845750,52337,838
Cathedral City,2012,43188106,51952,831
Cathedral City,2011,51931975,51603,1006
Cathedral City,2010,47295829,52841,895
Cathedral City,2009,39313022,52447,750
Cathedral City,2008,37946340,52465,723
Cathedral City,2007,157275629,52115,3018
Cathedral City,2006,66768801,51081,1307
Cathedral City,2005,30039688,50632,593
Cathedral City,2004,26061991,48588,536
Cathedral City,2003,32711066,47292,692
Ceres,2019,68168892,49510,1377
Ceres,2018,55584311,48326,1150
Ceres,2017,51185904,47754,1072
Ceres,2016,41795338,47166,886
Ceres,2015,41917044,46989,892
Ceres,2014,43141243,46463,929
Ceres,2013,38811586,46320,838
Ceres,2012,34815909,45854,759
Ceres,2011,34170862,45670,748
Ceres,2010,31701980,43219,734
Ceres,2009,32552539,42998,757
Ceres,2008,30597810,42813,715
Ceres,2007,37396397,41997,890
Ceres,2006,34861454,40943,851
Ceres,2005,39950513,38813,1029
Ceres,2004,30331536,37338,812
Ceres,2003,25130967,36411,690
Cerritos,2019,99108747,50711,1954
Cerritos,2018,95207525,50058,1902
Cerritos,2017,88703015,50039,1773
Cerritos,2016,83102063,49412,1682
Cerritos,2015,91221269,49968,1826
Cerritos,2014,79016121,49741,1589
Cerritos,2013,76153339,49470,1539
Cerritos,2012,78805467,49223,1601
Cerritos,2011,81513080,49181,1657
Cerritos,2010,80465925,54946,1464
Cerritos,2009,83943899,54855,1530
Cerritos,2008,92806709,54870,1691
Cerritos,2007,95286141,54943,1734
Cerritos,2006,96950096,54834,1768
Cerritos,2005,81907533,55074,1487
Cerritos,2004,71837586,54666,1314
Cerritos,2003,80352125,54228,1482
Chico,2019,121742800,112111,1086
Chico,2018,108145678,92348,1171
Chico,2017,101533880,93383,1087
Chico,2016,86937449,92464,940
Chico,2015,95011008,89634,1060
Chico,2014,91821629,88389,1039
Chico,2013,80265843,87671,916
Chico,2012,89943556,87500,1028
Chico,2011,77689872,86900,894
Chico,2010,81696070,88228,926
Chico,2009,95251449,87713,1086
Chico,2008,84358242,86949,970
Chico,2007,76493760,84396,906
Chico,2006,74289960,79091,939
Chico,2005,64047837,73558,871
Chico,2004,63243951,71317,887
Chico,2003,58298526,68589,850
Chino,2019,211659312,89829,2356
Chino,2018,204088658,86757,2352
Chino,2017,189022616,88026,2147
Chino,2016,131991886,85934,1536
Chino,2015,139821339,84465,1655
Chino,2014,125954502,81747,1541
Chino,2013,113360748,79873,1419
Chino,2012,103639800,79171,1309
Chino,2011,103694962,78537,1320
Chino,2010,95605230,84742,1128
Chino,2009,97321327,84173,1156
Chino,2008,103091347,82670,1247
Chino,2007,130508780,81224,1607
Chino,2006,101308351,78055,1298
Chino,2005,92608792,76070,1217
Chino,2004,83252154,72054,1155
Chino,2003,87275911,70663,1235
Chino Hills,2019,120482368,84364,1428
Chino Hills,2018,115929800,83159,1394
Chino Hills,2017,131012187,80676,1624
Chino Hills,2016,131923792,78866,1673
Chino Hills,2015,111173999,77596,1433
Chino Hills,2014,102278052,76131,1343
Chino Hills,2013,84089809,76033,1106
Chino Hills,2012,78818103,75655,1042
Chino Hills,2011,77948754,75345,1035
Chino Hills,2010,82193083,78971,1041
Chino Hills,2009,102123660,78725,1297
Chino Hills,2008,137376190,78957,1740
Chino Hills,2007,127443154,78668,1620
Chino Hills,2006,85356354,77969,1095
Chino Hills,2005,69539835,77819,894
Chino Hills,2004,66728618,76401,873
Chino Hills,2003,70466177,72994,965
Chowchilla,2019,17156801,18742,915
Chowchilla,2018,17150757,18835,911
Chowchilla,2017,15348718,18840,815
Chowchilla,2016,17017285,18547,918
Chowchilla,2015,13696671,18542,739
Chowchilla,2014,13687924,18971,722
Chowchilla,2013,13707720,17462,785
Chowchilla,2012,23647424,17817,1327
Chowchilla,2011,12188388,18814,648
Chowchilla,2010,12979702,18698,694
Chowchilla,2009,13621061,19051,715
Chowchilla,2008,15840446,18780,843
Chowchilla,2007,13282256,17827,745
Chowchilla,2006,16243297,17089,951
Chowchilla,2005,14031302,16065,873
Chowchilla,2004,9793977,15443,634
Chowchilla,2003,11032870,14351,769
Chula Vista,2019,345520532,271411,1273
Chula Vista,2018,313228923,267503,1171
Chula Vista,2017,460591871,267917,1719
Chula Vista,2016,281345139,265070,1061
Chula Vista,2015,244180000,257989,946
Chula Vista,2014,243036153,256139,949
Chula Vista,2013,238068054,251613,946
Chula Vista,2012,217787526,249382,873
Chula Vista,2011,232530660,246496,943
Chula Vista,2010,238248382,237595,1003
Chula Vista,2009,228948359,233108,982
Chula Vista,2008,270428388,231305,1169
Chula Vista,2007,224495624,227723,986
Chula Vista,2006,261771004,223423,1172
Chula Vista,2005,256331062,217543,1178
Chula Vista,2004,226090763,209133,1081
Chula Vista,2003,194204252,199680,973
Citrus Heights,2019,51183316,88095,581
Citrus Heights,2018,51673915,87731,589
Citrus Heights,2017,53284461,87013,612
Citrus Heights,2016,57188174,86291,663
Citrus Heights,2015,71552842,85147,840
Citrus Heights,2014,54212586,84544,641
Citrus Heights,2013,52061242,84345,617
Citrus Heights,2012,44675433,83881,533
Citrus Heights,2011,52262046,83618,625
Citrus Heights,2010,50958895,88115,578
Citrus Heights,2009,49468437,87565,565
Citrus Heights,2008,53093038,87321,608
Citrus Heights,2007,55511274,87017,638
Citrus Heights,2006,54117331,86883,623
Citrus Heights,2005,53203281,87549,608
Citrus Heights,2004,49511812,87032,569
Citrus Heights,2003,44032564,87162,505
Claremont,2019,47837235,36511,1310
Claremont,2018,48760657,36446,1338
Claremont,2017,43607908,36225,1204
Claremont,2016,47898771,36218,1323
Claremont,2015,41027211,36282,1131
Claremont,2014,41370348,35920,1152
Claremont,2013,45568328,35749,1275
Claremont,2012,43024410,35300,1219
Claremont,2011,38576622,35053,1101
Claremont,2010,35396604,37608,941
Claremont,2009,36919174,37780,977
Claremont,2008,49591275,37242,1332
Claremont,2007,38324911,37141,1032
Claremont,2006,44643791,36612,1219
Claremont,2005,32455754,36636,886
Claremont,2004,36610900,36337,1008
Claremont,2003,41521373,36098,1150
Clayton,2019,8014112,11653,688
Clayton,2018,7636741,11431,668
Clayton,2017,7732513,11284,685
Clayton,2016,7877590,11209,703
Clayton,2015,7591948,11288,673
Clayton,2014,6607236,11200,590
Clayton,2013,5417428,11093,488
Clayton,2012,5967116,10996,543
Clayton,2011,6499736,10942,594
Clayton,2010,6936777,10962,633
Clayton,2009,7449749,10864,686
Clayton,2008,6477811,10784,601
Clayton,2007,6751453,10781,626
Clayton,2006,7606791,10924,696
Clayton,2005,5471897,10982,498
Clayton,2004,6399332,10990,582
